ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL614337,MDAY-D2,,CELL-LINE,Mus musculus,5,5,10090,FALSE
CHEMBL2046262,Membrane-bound lytic murein transglycosylase B,P41052,SINGLE PROTEIN,Escherichia coli (strain K12),4,4,83333,FALSE
CHEMBL3839,Fibroblast growth factor receptor 4,Q03142,SINGLE PROTEIN,Mus musculus,84,138,10090,FALSE
CHEMBL4589,Glutathione S-transferase Mu 2,P28161,SINGLE PROTEIN,Homo sapiens,84,85,9606,FALSE
CHEMBL2034795,Tyrosine-protein kinase Fgr,P14234,SINGLE PROTEIN,Mus musculus,5,5,10090,FALSE
CHEMBL612498,Pseudomonas,,ORGANISM,Pseudomonas,366,460,286,TRUE
CHEMBL5247,Serine/threonine-protein kinase ILK-1,Q13418,SINGLE PROTEIN,Homo sapiens,436,618,9606,FALSE
CHEMBL1681620,Dihydrofolate reductase,P0A017,SINGLE PROTEIN,Staphylococcus aureus,222,376,1280,FALSE
CHEMBL5080,Endothelial lipase,Q9Y5X9,SINGLE PROTEIN,Homo sapiens,815,1021,9606,FALSE
CHEMBL1795141,Chitinase-3-like protein 3,O35744,SINGLE PROTEIN,Mus musculus,2,4,10090,FALSE
CHEMBL2073669,Multidrug resistance associated protein,Q96QA9,SINGLE PROTEIN,Homo sapiens,42,78,9606,FALSE
CHEMBL3346,Human T-cell leukemia virus type I protease,P10274,SINGLE PROTEIN,Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1),38,57,11926,FALSE
CHEMBL2974,Alpha-glucosidase,Q9MYM4,SINGLE PROTEIN,Bos taurus,14,25,9913,FALSE
CHEMBL2111441,Cathepsin (H and K),P09668|P43235,SELECTIVITY GROUP,Homo sapiens,64,64,9606,FALSE
CHEMBL1914275,Sodium channel protein type 8 subunit alpha,Q9WTU3,SINGLE PROTEIN,Mus musculus,14,16,10090,FALSE
CHEMBL1667674,Beta-hexosaminidase,Q9HZK0,SINGLE PROTEIN,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),6,11,208964,FALSE
CHEMBL613407,Thalamus,,TISSUE,Macaca fascicularis,13,188,9541,FALSE
CHEMBL5316247,Glycoside hydrolase family 92 (BT_3962),Q8A0Q9,SINGLE PROTEIN,Bacteroides thetaiotaomicron,6,11,226186,FALSE
CHEMBL4468,Histamine H4 receptor,Q91ZY1,SINGLE PROTEIN,Rattus norvegicus,178,388,10116,FALSE
CHEMBL5694,DNA ligase 1,P18858,SINGLE PROTEIN,Homo sapiens,202,262,9606,FALSE
CHEMBL1075585,SNU-449,,CELL-LINE,Homo sapiens,137,167,9606,FALSE
CHEMBL5465507,Paramecium caudatum,,ORGANISM,Paramecium caudatum,9,9,5885,FALSE
CHEMBL5135,Voltage-gated potassium channel subunit Kv7.1,O70344,SINGLE PROTEIN,Cavia porcellus,47,54,10141,FALSE
CHEMBL1641346,Putative uncharacterized protein atpE,Q5TIX5,SINGLE PROTEIN,Mycobacterium smegmatis,2,5,1772,FALSE
CHEMBL614584,IM-9,,CELL-LINE,Homo sapiens,152,160,9606,FALSE
CHEMBL4296570,Edwardsiella ictaluri,,ORGANISM,Edwardsiella ictaluri,34,35,67780,FALSE
CHEMBL2366096,SK-LMS-1,,CELL-LINE,Homo sapiens,118,121,9606,FALSE
CHEMBL612522,Zygosaccharomyces bailii,,ORGANISM,Zygosaccharomyces bailii,13,36,4954,FALSE
CHEMBL3885508,Nicotinic acetylcholine receptor alpha-1/beta-1,P02708|P11230,PROTEIN COMPLEX,Homo sapiens,14,15,9606,FALSE
CHEMBL5864,Kinesin-1 heavy chain,P33176,SINGLE PROTEIN,Homo sapiens,21,22,9606,FALSE
CHEMBL4026,Signal transducer and activator of transcription 3,P40763,SINGLE PROTEIN,Homo sapiens,1983,3413,9606,FALSE
CHEMBL4105738,GIM-1 protein,Q704V1,SINGLE PROTEIN,Pseudomonas aeruginosa,37,72,287,FALSE
CHEMBL4523324,Mesoderm-specific transcript homolog protein,Q5EB52,SINGLE PROTEIN,Homo sapiens,3,25,9606,FALSE
CHEMBL4105913,Signal peptide peptidase-like 2A,D3ZNG3,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL2094110,Neuronal acetylcholine receptor,P04757|P09483|P12389|P12390|P12392|P43144|Q9JLB5|P12391|P43143|P20420|Q05941,PROTEIN COMPLEX GROUP,Rattus norvegicus,456,756,10116,FALSE
CHEMBL5929,Alanine aminotransferase 1,P24298,SINGLE PROTEIN,Homo sapiens,4,5,9606,FALSE
CHEMBL4630742,VHL/Protein-tyrosine phosphatase 2C,Q06124|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,23,71,9606,FALSE
CHEMBL5169117,Dystrophin,P11531,SINGLE PROTEIN,Mus musculus,2,5,10090,FALSE
CHEMBL4813,Cytochrome P450 11A1,P00189,SINGLE PROTEIN,Bos taurus,116,161,9913,FALSE
CHEMBL613083,Prototheca wickerhamii,,ORGANISM,Prototheca wickerhamii,3,3,3111,FALSE
CHEMBL613630,Hepatic portal vein,,TISSUE,Rattus norvegicus,7,8,10116,FALSE
CHEMBL5291563,Somatostatin receptor type 2,Q49LX6,SINGLE PROTEIN,Canis lupus familiaris,1,1,9615,FALSE
CHEMBL2857,Human rhinovirus A protease,Q4U254,SINGLE PROTEIN,Human rhinovirus sp.,814,1343,169066,FALSE
CHEMBL2712,Phosphodiesterase 4D,P14270,SINGLE PROTEIN,Rattus norvegicus,4,4,10116,FALSE
CHEMBL612341,Artemia salina,,ORGANISM,Artemia salina,1076,1336,85549,FALSE
CHEMBL2366689,Daphnia pulex,,ORGANISM,Daphnia pulex,4,4,6669,FALSE
CHEMBL3403,Butyrylcholinesterase,Q9JKC1,SINGLE PROTEIN,Rattus norvegicus,632,746,10116,FALSE
CHEMBL614670,Whole cell line panel,,CELL-LINE,,1,1,,FALSE
CHEMBL3988636,Voltage-gated potassium channel subfamily A member 1/beta-1,Q09470|Q14722,PROTEIN COMPLEX,Homo sapiens,21,22,9606,FALSE
CHEMBL612922,Lymantria dispar,,ORGANISM,Lymantria dispar,12,12,13123,FALSE
CHEMBL3638171,L-type calcium channel alpha 1C/beta 2A,P15381|P54288,PROTEIN COMPLEX,Oryctolagus cuniculus,2,2,9986,FALSE
CHEMBL613960,Hesperocyparis macrocarpa,,ORGANISM,Hesperocyparis macrocarpa,2,4,76352,FALSE
CHEMBL2189158,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Q9JHG7,SINGLE PROTEIN,Mus musculus,152,160,10090,FALSE
CHEMBL4513209,Steinernema feltiae,,ORGANISM,Steinernema feltiae,6,10,52066,FALSE
CHEMBL5088,Fatty acid desaturase 2,Q9Z122,SINGLE PROTEIN,Rattus norvegicus,39,39,10116,FALSE
CHEMBL4434641,Coronaviridae,,ORGANISM,Coronaviridae,7,7,11118,TRUE
CHEMBL1075556,OE33,,CELL-LINE,Homo sapiens,221,225,9606,FALSE
CHEMBL612757,Fusarium subglutinans,,ORGANISM,Fusarium subglutinans,7,7,42677,FALSE
CHEMBL3351215,40S ribosomal protein S6,P62753,SINGLE PROTEIN,Homo sapiens,46,86,9606,FALSE
CHEMBL1741209,ATPase family AAA domain-containing protein 5,Q96QE3,SINGLE PROTEIN,Homo sapiens,98094,122566,9606,FALSE
CHEMBL3259474,Nicotinamide phosphoribosyltransferase,Q99KQ4,SINGLE PROTEIN,Mus musculus,62,68,10090,FALSE
CHEMBL1293199,Serine/threonine-protein kinase VRK1,Q99986,SINGLE PROTEIN,Homo sapiens,243,264,9606,FALSE
CHEMBL2111443,Integrin alpha-V/beta-3 and alpha-IIb/beta 3,P05106|P06756|P08514,SELECTIVITY GROUP,Homo sapiens,49,49,9606,FALSE
CHEMBL2095396,Dopamine receptors; D2 & D4,P14416|P21917,SELECTIVITY GROUP,Homo sapiens,284,375,9606,FALSE
CHEMBL5465245,VHL/Cyclin-dependent kinase 12,P40337|Q9NYV4,PROTEIN-PROTEIN INTERACTION,Homo sapiens,2,4,9606,FALSE
CHEMBL4105951,Ubiquitin-conjugating enzyme E2 H,P62256,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5291648,Amphotropic murine leukemia virus,,ORGANISM,Amphotropic murine leukemia virus,4,4,188539,FALSE
CHEMBL3301559,Mitogen-activated protein kinase,Q25917,SINGLE PROTEIN,Plasmodium falciparum,400,400,5833,FALSE
CHEMBL2176782,26S proteasome non-ATPase regulatory subunit 1,O88761,SINGLE PROTEIN,Rattus norvegicus,2,2,10116,FALSE
CHEMBL4295967,Diphosphoinositol polyphosphate phosphohydrolase 2,Q9NZJ9,SINGLE PROTEIN,Homo sapiens,5,12,9606,FALSE
CHEMBL2176786,Kalirin,P97924,SINGLE PROTEIN,Rattus norvegicus,2,2,10116,FALSE
CHEMBL4739855,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,Q16880,SINGLE PROTEIN,Homo sapiens,21,38,9606,FALSE
CHEMBL2150843,Alpha-1A adrenergic receptor,Q9WU25,SINGLE PROTEIN,Cavia porcellus,6,6,10141,FALSE
CHEMBL4523908,G-protein coupled receptor 78,Q96P69,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2176818,Hepatocyte nuclear factor 6,O08755,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL3431,Beta-mannosidase,Q4FZV0,SINGLE PROTEIN,Rattus norvegicus,49,52,10116,FALSE
CHEMBL2366288,OC-314,,CELL-LINE,Homo sapiens,62,62,9606,FALSE
CHEMBL3414407,Apoptosis regulator BAX,Q07813,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL5209632,Solute carrier family 23 member 1,Q9UHI7,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4523347,Dual specificity protein phosphatase,Q6PBT4,SINGLE PROTEIN,Danio rerio,1,1,7955,FALSE
CHEMBL2366289,NCI-H250,,CELL-LINE,Homo sapiens,3,3,9606,FALSE
CHEMBL5291658,Vibrio campbellii,,ORGANISM,Vibrio campbellii,6,6,680,FALSE
CHEMBL2366121,OCUB-M,,CELL-LINE,Homo sapiens,137,139,9606,FALSE
CHEMBL5465321,Zinc finger protein 280D,Q6N043,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4523244,Aquaporin-5,P55064,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2029196,Peptide deformylase,Q9F2F0,SINGLE PROTEIN,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),40,40,170187,FALSE
CHEMBL4630754,Diacylglycerol kinase alpha/zeta,P23743|Q13574,PROTEIN FAMILY,Homo sapiens,7,14,9606,FALSE
CHEMBL5460,Heat shock 70 kDa protein 1,P0DMV8,SINGLE PROTEIN,Homo sapiens,132,197,9606,FALSE
CHEMBL4630856,N-alpha-acetyltransferase 60,Q9H7X0,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL3093,Dihydroorotase,P27708,SINGLE PROTEIN,Homo sapiens,26,27,9606,FALSE
CHEMBL5291665,Severe fever with thrombocytopenia syndrome virus,,ORGANISM,Severe fever with thrombocytopenia syndrome virus,2,2,1003835,FALSE
CHEMBL5465502,Rhodopseudomonas palustris,,ORGANISM,Rhodopseudomonas palustris,1,1,1076,FALSE
CHEMBL2311234,Receptor tyrosine-protein kinase erbB-2,P70424,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL2366523,Acetolactate synthase,A7XBP7,SINGLE PROTEIN,Lolium rigidum,1,27,89674,FALSE
CHEMBL4523687,Protein cereblon/BRAF,P15056|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,10,29,9606,FALSE
CHEMBL2366858,Cucurbita maxima x Cucurbita moschata,,ORGANISM,Cucurbita maxima x Cucurbita moschata,9,14,334420,FALSE
CHEMBL3591,GABA receptor delta subunit,O14764,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2367203,Ammannia multiflora,,ORGANISM,Ammannia multiflora,91,299,1659830,FALSE
CHEMBL3712851,Solute carrier family 13 member 2,Q13183,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL5154,Trypanothione reductase,Q389T8,SINGLE PROTEIN,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),19,19,999953,FALSE
CHEMBL2169734,Uncharacterized protein,F1N083,SINGLE PROTEIN,Bos taurus,1,1,9913,FALSE
CHEMBL2846,"Inositol 1,4,5-trisphosphate receptor type 3",Q63269,SINGLE PROTEIN,Rattus norvegicus,3,14,10116,FALSE
CHEMBL4523554,U-2940,,CELL-LINE,Homo sapiens,1,1,9606,FALSE
CHEMBL2685,Collagen alpha 2 chain,P08123,SINGLE PROTEIN,Homo sapiens,1,4,9606,FALSE
CHEMBL4523575,HCC4006,,CELL-LINE,Homo sapiens,24,24,9606,FALSE
CHEMBL2367337,Adoxophyes orana,,ORGANISM,Adoxophyes orana,52,52,480707,FALSE
CHEMBL2366063,HCC1599,,CELL-LINE,Homo sapiens,103,104,9606,FALSE
CHEMBL4105902,Trans-sialidase,Q26964,SINGLE PROTEIN,Trypanosoma cruzi,42,45,5693,FALSE
CHEMBL3769295,Solute carrier family 13 member 5,Q8CJ44,SINGLE PROTEIN,Rattus norvegicus,1,2,10116,FALSE
CHEMBL2111430,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain),P14174|P04233,PROTEIN-PROTEIN INTERACTION,Homo sapiens,91,99,9606,FALSE
CHEMBL4086,Prostanoid EP4 receptor,P43114,SINGLE PROTEIN,Rattus norvegicus,121,174,10116,FALSE
CHEMBL1944489,Riboflavin-binding protein,P02752,SINGLE PROTEIN,Gallus gallus,6,16,9031,FALSE
CHEMBL5497,Neuropeptide S receptor,Q8BZP8,SINGLE PROTEIN,Mus musculus,136,260,10090,FALSE
CHEMBL612992,Penicillium expansum,,ORGANISM,Penicillium expansum,61,70,27334,FALSE
CHEMBL2366263,NH-12,,CELL-LINE,Homo sapiens,137,139,9606,FALSE
CHEMBL612739,Aspergillus ruber,,ORGANISM,Aspergillus ruber,23,23,396024,FALSE
CHEMBL1743292,Sulfotransferase 1A2,P50226,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL5178,Nucleophosmin,P06748,SINGLE PROTEIN,Homo sapiens,19,30,9606,FALSE
CHEMBL1075053,Beta-lactoglobulin,P02754,SINGLE PROTEIN,Bos taurus,6,28,9913,FALSE
CHEMBL3509605,Mitochondrial peptide methionine sulfoxide reductase,Q923M1,SINGLE PROTEIN,Rattus norvegicus,1,2,10116,FALSE
CHEMBL612514,Calf thymus DNA,,NUCLEIC-ACID,Bos taurus,2313,4985,9913,FALSE
CHEMBL4295737,Retinal dehydrogenase 1,P27463,SINGLE PROTEIN,Gallus gallus,1,9,9031,FALSE
CHEMBL613495,Murid betaherpesvirus 1,,ORGANISM,Murid betaherpesvirus 1,85,146,10366,FALSE
CHEMBL1741220,Bromodomain adjacent to zinc finger domain protein 2B,Q9UIF8,SINGLE PROTEIN,Homo sapiens,55853,56216,9606,FALSE
CHEMBL4523713,Protein cereblon/Cullin-4A/Estrogen receptor,P03372|Q96SW2|Q13619,PROTEIN-PROTEIN INTERACTION,Homo sapiens,2,8,9606,FALSE
CHEMBL5819,Serine/threonine-protein kinase Nek4,P51957,SINGLE PROTEIN,Homo sapiens,947,1011,9606,FALSE
CHEMBL5169190,Dehydrogenase/reductase SDR family member 6,Q9BUT1,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4004,Phosphorylase kinase gamma subunit 1,Q16816,SINGLE PROTEIN,Homo sapiens,717,1175,9606,FALSE
CHEMBL5214863,PR domain zinc finger protein 10,Q9NQV6,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL614049,NAMALVA,,CELL-LINE,Homo sapiens,160,231,9606,FALSE
CHEMBL5214859,PR domain zinc finger protein 13,Q9H4Q3,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4295580,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",P60472,SINGLE PROTEIN,Escherichia coli (strain K12),10,10,83333,FALSE
CHEMBL614920,SK-MEL3,,CELL-LINE,Homo sapiens,223,258,9606,FALSE
CHEMBL4295686,Mitochondrial pyruvate carrier 2,O95563,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL2812,Aldehyde dehydrogenase,P11884,SINGLE PROTEIN,Rattus norvegicus,10,18,10116,FALSE
CHEMBL5109,CaM kinase II gamma,P11730,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL613665,Thalamus,,TISSUE,Rattus norvegicus,27,58,10116,FALSE
CHEMBL4105839,Sialidase A,P62575,SINGLE PROTEIN,Streptococcus pneumoniae,18,49,1313,FALSE
CHEMBL613113,Pan troglodytes,,ORGANISM,Pan troglodytes,112,415,9598,FALSE
CHEMBL4869,Prion protein,P04156,SINGLE PROTEIN,Homo sapiens,374,409,9606,FALSE
CHEMBL614913,SK-LU-1,,CELL-LINE,Homo sapiens,336,438,9606,FALSE
CHEMBL4984,TNF-alpha,P06804,SINGLE PROTEIN,Mus musculus,48,82,10090,FALSE
CHEMBL4630821,Protein fosB,P53539,SINGLE PROTEIN,Homo sapiens,15,16,9606,FALSE
CHEMBL3402,Alkaline phosphatase placental-like,P10696,SINGLE PROTEIN,Homo sapiens,876,1197,9606,FALSE
CHEMBL3001,Neuronal acetylcholine receptor protein beta-2 subunit,P12390,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL614518,A9,,CELL-LINE,Mus musculus,67,98,10090,FALSE
CHEMBL5314329,Osteoclast,,CELL-LINE,Oryctolagus cuniculus,5,7,9986,FALSE
CHEMBL2359,CaM kinase II alpha,P11275,SINGLE PROTEIN,Rattus norvegicus,41,109,10116,FALSE
CHEMBL612479,rhinovirus B70,,ORGANISM,rhinovirus B70,6,7,185926,FALSE
CHEMBL614627,R6X-B15,,CELL-LINE,Mus musculus,6,6,10090,FALSE
CHEMBL3544905,Cytochrome P450 1A,P04798|P05177,PROTEIN FAMILY,Homo sapiens,44,46,9606,FALSE
CHEMBL2542,Aldehyde dehydrogenase 9A1,P49189,SINGLE PROTEIN,Homo sapiens,2,4,9606,FALSE
CHEMBL5906,Lipoprotein lipase,Q06000,SINGLE PROTEIN,Rattus norvegicus,23,23,10116,FALSE
CHEMBL2367234,Pseudococcus viburni,,ORGANISM,Pseudococcus viburni,11,11,249563,FALSE
CHEMBL5291682,Cereblon/Serine/threonine-protein kinase PAK 1,Q13153|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,2,18,9606,FALSE
CHEMBL2367327,Citrus limon,,ORGANISM,Citrus limon,2,3,2708,FALSE
CHEMBL4513189,Citrobacter rodentium,,ORGANISM,Citrobacter rodentium,3,6,67825,FALSE
CHEMBL2189133,Lysophospholipase-like protein 1,Q5VWZ2,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4523441,Deoxyhypusine hydroxylase,Q9BU89,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Q6RI86,SINGLE PROTEIN,Rattus norvegicus,500,1165,10116,FALSE
CHEMBL4513184,Arthrobacter gandavensis,,ORGANISM,Arthrobacter gandavensis,3,6,169960,FALSE
CHEMBL3389,Lactase-glycosylceramidase,Q02401,SINGLE PROTEIN,Rattus norvegicus,79,87,10116,FALSE
CHEMBL612437,Fonsecaea pedrosoi,,ORGANISM,Fonsecaea pedrosoi,97,116,40355,FALSE
CHEMBL2429708,Poly [ADP-ribose] polymerase 10,Q53GL7,SINGLE PROTEIN,Homo sapiens,255,476,9606,FALSE
CHEMBL2992,Dopamine beta-hydroxylase,Q05754,SINGLE PROTEIN,Rattus norvegicus,57,62,10116,FALSE
CHEMBL5964,Aquaporin-4,P55087,SINGLE PROTEIN,Homo sapiens,10,34,9606,FALSE
CHEMBL613715,Human adenovirus 2,,ORGANISM,Human adenovirus 2,213,239,10515,FALSE
CHEMBL614361,T47D,,CELL-LINE,Homo sapiens,34073,39520,9606,FALSE
CHEMBL1744489,Beta-lactamase PSE-4,P16897,SINGLE PROTEIN,Pseudomonas aeruginosa,7,7,287,FALSE
CHEMBL4421,HM74 nicotinic acid GPCR,P49019,SINGLE PROTEIN,Homo sapiens,285,353,9606,FALSE
CHEMBL1293280,Trans-activator protein BZLF1,P03206,SINGLE PROTEIN,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4),127,127,10377,FALSE
CHEMBL4523636,CDK17/Cyclin-A2,P20248|Q00537,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL2094133,GABA-A receptor; anion channel,Q8BHJ7|P26048|Q8QZW7|P50571|Q9R0Y8|P22723|A2AMW3|P62812|Q9JLF1|P26049|P22933|Q9D6F4|P63080|P27681|P16305,PROTEIN COMPLEX GROUP,Mus musculus,161,216,10090,FALSE
CHEMBL2366868,Colletotrichum truncatum,,ORGANISM,Colletotrichum truncatum,64,198,5467,FALSE
CHEMBL2163177,Lysine-specific demethylase 7,Q6ZMT4,SINGLE PROTEIN,Homo sapiens,20,35,9606,FALSE
CHEMBL1293308,Likely tRNA 2'-phosphotransferase,Q5A7N4,SINGLE PROTEIN,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),19,19,237561,FALSE
CHEMBL614075,1A9,,CELL-LINE,Homo sapiens,456,618,9606,FALSE
CHEMBL2095183,Shiga toxin,Q7WZI6|Q7WZI7,PROTEIN COMPLEX,Escherichia coli O157:H7,417,517,83334,FALSE
CHEMBL614545,CEM-c113,,CELL-LINE,Homo sapiens,36,52,9606,FALSE
CHEMBL2527,Serine/threonine-protein kinase Chk2,O96017,SINGLE PROTEIN,Homo sapiens,2796,4104,9606,FALSE
CHEMBL2943,Gamma-glutamyltranspeptidase 1,P07314,SINGLE PROTEIN,Rattus norvegicus,14,36,10116,FALSE
CHEMBL3308931,Multidrug resistance protein Pgh1,Q9NG76,SINGLE PROTEIN,Plasmodium falciparum,19,19,5833,FALSE
CHEMBL3721,Cytochrome P450 2C8,P10632,SINGLE PROTEIN,Homo sapiens,1308,1579,9606,FALSE
CHEMBL3063,Beta-chymotrypsin,P00767,SINGLE PROTEIN,Bos taurus,23,25,9913,FALSE
CHEMBL1075530,NCI-H2030,,CELL-LINE,Homo sapiens,114,117,9606,FALSE
CHEMBL4680046,CD74-ROS1,P04233|P08922,CHIMERIC PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL369,Cavia porcellus,,ORGANISM,Cavia porcellus,9896,23806,10141,FALSE
CHEMBL613984,IGROV-1,,CELL-LINE,Homo sapiens,44792,47965,9606,FALSE
CHEMBL5027,Flap endonuclease 1,P39748,SINGLE PROTEIN,Homo sapiens,11110,12055,9606,FALSE
CHEMBL4592,"Amine oxidase, copper containing",O08590,SINGLE PROTEIN,Rattus norvegicus,115,122,10116,FALSE
CHEMBL2802,Microbial collagenase,P43153,SINGLE PROTEIN,Clostridium perfringens (strain 13 / Type A),253,253,195102,FALSE
CHEMBL613638,Kidney,,TISSUE,Rattus norvegicus,265,680,10116,FALSE
CHEMBL614745,Acanthamoeba hatchetti,,ORGANISM,Acanthamoeba hatchetti,1,54,65660,FALSE
CHEMBL4888477,Machupo mammarenavirus,,ORGANISM,Mammarenavirus machupoense,58,59,3052317,FALSE
CHEMBL5644,Candidapepsin-3,P0CY28,SINGLE PROTEIN,Candida albicans,2,2,5476,FALSE
CHEMBL614473,CXF280,,CELL-LINE,,5,5,,FALSE
CHEMBL613779,Absidia,,ORGANISM,Absidia,9,80,4828,TRUE
CHEMBL614255,A253 cell line,,CELL-LINE,Homo sapiens,147,154,9606,FALSE
CHEMBL6176,Inorganic polyphosphate/ATP-NAD kinase,P9WHV7,SINGLE PROTEIN,Mycobacterium tuberculosis,15,17,1773,FALSE
CHEMBL1075312,"6-phosphofructokinase, muscle type",P00511,SINGLE PROTEIN,Oryctolagus cuniculus,5,5,9986,FALSE
CHEMBL4139,Tubulin alpha-1 chain,P68370,SINGLE PROTEIN,Rattus norvegicus,45,45,10116,FALSE
CHEMBL5666,Disks large homolog 4,P78352,SINGLE PROTEIN,Homo sapiens,84,232,9606,FALSE
CHEMBL3885514,Apoptosis regulator BAX/Bcl-2-related protein A1,Q07812|Q16548,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL2034,Glucocorticoid receptor,P04150,SINGLE PROTEIN,Homo sapiens,5548,15052,9606,FALSE
CHEMBL4296405,CCD-18Co,,CELL-LINE,Homo sapiens,348,359,9606,FALSE
CHEMBL4804260,Cell membrane,,SUBCELLULAR,Fungi,22,68,4751,TRUE
CHEMBL5291590,L-amino-acid oxidase,Q96RQ9,SINGLE PROTEIN,Homo sapiens,20,20,9606,FALSE
CHEMBL227,Type-1 angiotensin II receptor,P30556,SINGLE PROTEIN,Homo sapiens,3302,5202,9606,FALSE
CHEMBL3414418,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",P30038,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL287,Sigma opioid receptor,Q99720,SINGLE PROTEIN,Homo sapiens,4356,6729,9606,FALSE
CHEMBL5482972,GPR27-V2,P30518|Q9NS67,CHIMERIC PROTEIN,Homo sapiens,26,66,9606,FALSE
CHEMBL3314,Alpha-chymotrypsin,P00766,SINGLE PROTEIN,Bos taurus,673,827,9913,FALSE
CHEMBL1169597,"6-phosphogluconate dehydrogenase, decarboxylating",P00349,SINGLE PROTEIN,Ovis aries,6,8,9940,FALSE
CHEMBL2596,Progesterone receptor,Q63449,SINGLE PROTEIN,Rattus norvegicus,96,248,10116,FALSE
CHEMBL5316257,"Alpha-1,2-mannosidase (BT_3784)",Q8A182,SINGLE PROTEIN,Bacteroides thetaiotaomicron,6,11,226186,FALSE
CHEMBL3602,Sigma opioid receptor,Q9R0C9,SINGLE PROTEIN,Rattus norvegicus,1173,1648,10116,FALSE
CHEMBL612308,Benjaminiella,,ORGANISM,Benjaminiella,5,5,64628,TRUE
CHEMBL613118,Meriones unguiculatus,,ORGANISM,Meriones unguiculatus,193,417,10047,FALSE
CHEMBL1781858,Casein kinase I isoform alpha,O19175,SINGLE PROTEIN,Sus scrofa,80,80,9823,FALSE
CHEMBL1075283,Dual specificity protein kinase CLK4,O35493,SINGLE PROTEIN,Mus musculus,148,157,10090,FALSE
CHEMBL3017,Diamine oxidase-like protein 2,Q6IMK5,SINGLE PROTEIN,Rattus norvegicus,3,3,10116,FALSE
CHEMBL2111378,Histamine receptor (H3 and H4),Q9H3N8|Q9Y5N1,SELECTIVITY GROUP,Homo sapiens,26,48,9606,FALSE
CHEMBL612234,Prevotella buccae,,ORGANISM,Prevotella buccae,35,219,28126,FALSE
CHEMBL3194,Transthyretin,P02766,SINGLE PROTEIN,Homo sapiens,1115,3036,9606,FALSE
CHEMBL2367077,Hemiptera,,ORGANISM,Hemiptera,1,1,7524,TRUE
CHEMBL2051,Neuraminidase,P03468,SINGLE PROTEIN,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),718,1153,211044,FALSE
CHEMBL3337331,Orexin receptor type 2,Q9TUP7,SINGLE PROTEIN,Canis familiaris,1,1,9615,FALSE
CHEMBL1250375,NADPH oxidase 4,Q9NPH5,SINGLE PROTEIN,Homo sapiens,223,341,9606,FALSE
